score,edge,leg,k_size,max_$,kalshi,poly
0.5,0.77,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Khamenei # posts July 24 - July 31, 2026? | 55-59"
0.5,0.77,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Khamenei # posts July 24 - July 31, 2026? | 55-59"
0.5,0.77,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Khamenei # posts July 24 - July 31, 2026? | 55-59"
0.5,0.77,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Khamenei # posts July 24 - July 31, 2026? | 60+"
0.5,0.77,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Khamenei # posts July 24 - July 31, 2026? | 60+"
0.5,0.77,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Khamenei # posts July 24 - July 31, 2026? | 60+"
0.67,0.769,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.399 US,XRP price on July 26? | 1.20-1.30
0.67,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.29 USD/ba,XRP price on July 26? | 1.20-1.30
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,What will WTI Crude Oil (WTI) hit in July 2026? | ↓ $65
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"What will Gold (XAUUSD) hit in July 2026? | ↑ $4,400"
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,What price will Solana hit in July? | ↓ 50
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,What price will Solana hit in July? | ↓ 50
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,What price will Solana hit in July? | ↓ 50
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,What price will XRP hit in 2026? | ↓ 0.20
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,What price will XRP hit in 2026? | ↓ 0.20
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,What price will XRP hit in 2026? | ↓ 0.20
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Bitcoin above ___ on July 28? | 76,000"
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Bitcoin above ___ on July 28? | 76,000"
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Bitcoin above ___ on July 28? | 76,000"
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.399 US,"Bitcoin price on July 26? | 60,000-62,000"
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.29 USD/ba,"Bitcoin price on July 26? | 60,000-62,000"
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.299 US,What price will Hyperliquid hit in 2026? | ↓ 20
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.09 USD/ba,What price will Hyperliquid hit in 2026? | ↓ 20
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Ethereum above ___ on July 27? | 2,200"
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Ethereum above ___ on July 27? | 2,200"
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Ethereum above ___ on July 27? | 2,200"
0.5,0.769,kalYES+polyNO,100.0,76.9,Will the SILVER close price be above 58.649 US,"Ethereum above ___ on July 29? | 1,700"
0.5,0.769,kalYES+polyNO,500.0,384.5,Will the SILVER close price be above 58.149 US,"Ethereum above ___ on July 29? | 1,700"
0.5,0.769,kalYES+polyNO,20.0,15.38,Will the WTI close price be above 94.29 USD/ba,"Ethereum above ___ on July 29? | 1,700"
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.349 US,What price will Plasma hit in 2026? | ↑ 1.80
0.5,0.769,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.49 USD/ba,What price will Plasma hit in 2026? | ↑ 1.80
0.67,0.768,kalYES+polyNO,100.0,76.8,Will the SILVER close price be above 58.599 US,Solana above ___ on July 26? | 70
0.67,0.768,kalYES+polyNO,500.0,384.0,Will the GOLD close price be above 4061.99 USD,Solana above ___ on July 26? | 70
0.67,0.768,kalYES+polyNO,20.0,15.36,Will the WTI close price be above 94.19 USD/ba,Solana above ___ on July 26? | 70
0.67,0.768,kalYES+polyNO,20.0,15.36,Will the WTI close price be above 94.09 USD/ba,Solana above ___ on July 26? | 70
0.67,0.768,kalYES+polyNO,500.0,384.0,Will the WTI close price be above 93.59 USD/ba,Solana above ___ on July 26? | 70
0.67,0.768,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,Solana price on July 24? | 80-90
0.67,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,Solana price on July 24? | 80-90
0.67,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,Solana price on July 24? | 80-90
0.67,0.768,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4031.99 USD,Solana price on July 27? | 60-70
0.67,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.19 USD/ba,Solana price on July 27? | 60-70
0.67,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.69 USD/ba,Solana price on July 27? | 60-70
0.67,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.59 USD/ba,Solana price on July 27? | 60-70
0.67,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.39 USD/ba,Solana price on July 27? | 60-70
0.5,0.768,kalYES+polyNO,500.0,384.0,Will the WTI close price be above 93.39 USD/ba,"Bitcoin above ___ on July 24? | 58,000"
0.5,0.768,kalYES+polyNO,500.0,384.0,Will the SILVER close price be above 58.049 US,"Bitcoin above ___ on July 24? | 62,000"
0.5,0.768,kalYES+polyNO,500.0,384.0,Will the GOLD close price be above 4059.99 USD,"Bitcoin above ___ on July 24? | 62,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Ethereum above ___ on July 24? | 2,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Ethereum above ___ on July 24? | 2,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Ethereum above ___ on July 24? | 2,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"What will Gold (XAUUSD) hit in July 2026? | ↓ $3,600"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Bitcoin above ___ on July 27? | 74,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Bitcoin above ___ on July 27? | 74,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Bitcoin above ___ on July 27? | 74,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Bitcoin above ___ on July 26? | 72,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Bitcoin above ___ on July 26? | 72,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Bitcoin above ___ on July 26? | 72,000"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Ethereum above ___ on July 25? | 2,100"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Ethereum above ___ on July 25? | 2,100"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Ethereum above ___ on July 25? | 2,100"
0.5,0.768,kalYES+polyNO,100.0,76.8,Will the SILVER close price be above 58.599 US,"Ethereum above ___ on July 28? | 1,700"
0.5,0.768,kalYES+polyNO,500.0,384.0,Will the GOLD close price be above 4061.99 USD,"Ethereum above ___ on July 28? | 1,700"
0.5,0.768,kalYES+polyNO,20.0,15.36,Will the WTI close price be above 94.19 USD/ba,"Ethereum above ___ on July 28? | 1,700"
0.5,0.768,kalYES+polyNO,20.0,15.36,Will the WTI close price be above 94.09 USD/ba,"Ethereum above ___ on July 28? | 1,700"
0.5,0.768,kalYES+polyNO,500.0,384.0,Will the WTI close price be above 93.59 USD/ba,"Ethereum above ___ on July 28? | 1,700"
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.399 US,What price will $ANSEM hit in 2026? | ↑ $1
0.5,0.768,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.29 USD/ba,What price will $ANSEM hit in 2026? | ↑ $1
0.67,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,Solana price on July 26? | 60-70
0.67,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,Solana price on July 26? | 60-70
0.67,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,Solana price on July 26? | 60-70
0.67,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,XRP price on July 24? | 0.90-1.00
0.67,0.767,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,XRP price on July 24? | 0.90-1.00
0.67,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,XRP price on July 24? | 0.90-1.00
0.67,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,XRP above ___ on July 25? | 1.60
0.67,0.767,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,XRP above ___ on July 25? | 1.60
0.67,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,XRP above ___ on July 25? | 1.60
0.5,0.767,kalYES+polyNO,500.0,383.5,Will the WTI close price be above 93.39 USD/ba,"Bitcoin above ___ on July 24? | 60,000"
0.5,0.767,kalYES+polyNO,100.0,76.7,Will the SILVER close price be above 58.549 US,"Bitcoin above ___ on July 29? | 58,000"
0.5,0.767,kalYES+polyNO,500.0,383.5,Will the WTI close price be above 93.49 USD/ba,"Bitcoin above ___ on July 29? | 58,000"
0.5,0.767,kalYES+polyNO,100.0,76.7,Will the SILVER close price be above 58.649 US,Will SpaceX (SPCX) close above ___ end of July? | $90
0.5,0.767,kalYES+polyNO,500.0,383.5,Will the SILVER close price be above 58.149 US,Will SpaceX (SPCX) close above ___ end of July? | $90
0.5,0.767,kalYES+polyNO,20.0,15.34,Will the WTI close price be above 94.29 USD/ba,Will SpaceX (SPCX) close above ___ end of July? | $90
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Bitcoin price on July 26? | 70,000-72,000"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Bitcoin price on July 26? | 70,000-72,000"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Bitcoin price on July 26? | 70,000-72,000"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.399 US,What price will Hyperliquid hit in 2026? | ↓ 16
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.29 USD/ba,What price will Hyperliquid hit in 2026? | ↓ 16
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4033.99 USD,"Khamenei # posts July 17 - July 24, 2026? | 25-29"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.79 USD/ba,"Khamenei # posts July 17 - July 24, 2026? | 25-29"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,Solana above ___ on July 27? | 100
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,Solana above ___ on July 27? | 100
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,Solana above ___ on July 27? | 100
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Ethereum above ___ on July 27? | 2,300"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Ethereum above ___ on July 27? | 2,300"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Ethereum above ___ on July 27? | 2,300"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Ethereum above ___ on July 26? | 2,300"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Ethereum above ___ on July 26? | 2,300"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Ethereum above ___ on July 26? | 2,300"
0.5,0.767,kalYES+polyNO,100.0,76.7,Will the SILVER close price be above 58.549 US,"Ethereum above ___ on July 29? | 1,600"
0.5,0.767,kalYES+polyNO,500.0,383.5,Will the WTI close price be above 93.49 USD/ba,"Ethereum above ___ on July 29? | 1,600"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.299 US,"Bitcoin price on July 28? | 60,000-62,000"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.09 USD/ba,"Bitcoin price on July 28? | 60,000-62,000"
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,What price will Ethena hit in 2026? | ↑ 1.20
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,What price will Ethena hit in 2026? | ↑ 1.20
0.5,0.767,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,What price will Ethena hit in 2026? | ↑ 1.20
0.5,0.767,kalYES+polyNO,100.0,76.7,Will the SILVER close price be above 58.549 US,Will Meta (META) close above ___ end of July? | $420
0.5,0.767,kalYES+polyNO,500.0,383.5,Will the WTI close price be above 93.49 USD/ba,Will Meta (META) close above ___ end of July? | $420
0.67,0.766,kalYES+polyNO,500.0,383.0,Will the WTI close price be above 93.39 USD/ba,XRP above ___ on July 24? | 0.90
0.67,0.766,kalYES+polyNO,500.0,383.0,Will the WTI close price be above 93.69 USD/ba,XRP above ___ on July 27? | 1.00
0.67,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,Solana price on July 24? | 60-70
0.67,0.766,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,Solana price on July 24? | 60-70
0.67,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,Solana price on July 24? | 60-70
0.67,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,XRP price on July 25? | 1.40-1.50
0.67,0.766,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,XRP price on July 25? | 1.40-1.50
0.67,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,XRP price on July 25? | 1.40-1.50
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,What price will XRP hit in July? | ↑ 1.60
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,What price will XRP hit in July? | ↑ 1.60
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,What price will XRP hit in July? | ↑ 1.60
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,What price will XRP hit in July? | ↑ 1.40
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,What price will XRP hit in July? | ↑ 1.40
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,What price will XRP hit in July? | ↑ 1.40
0.5,0.766,kalYES+polyNO,100.0,76.6,Will the SILVER close price be above 58.549 US,"Ethereum above ___ on July 24? | 1,800"
0.5,0.766,kalYES+polyNO,500.0,383.0,Will the WTI close price be above 93.49 USD/ba,"Ethereum above ___ on July 24? | 1,800"
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,"Bitcoin above ___ on July 25? | 68,000"
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"Bitcoin above ___ on July 25? | 68,000"
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,"Bitcoin above ___ on July 25? | 68,000"
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,"What will Gold (XAUUSD) hit in July 2026? | ↓ $3,500"
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,What price will Solana hit in July? | ↑ 90
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,What price will Solana hit in July? | ↑ 90
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,What price will Solana hit in July? | ↑ 90
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,What price will XRP hit in 2026? | ↑ 4.00
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,What price will XRP hit in 2026? | ↑ 4.00
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,What price will XRP hit in 2026? | ↑ 4.00
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.29 USD/ba,WTI Crude Oil (WTI) closes above ___ on July 23? | $95
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,"Bitcoin price on July 29? | 58,000-60,000"
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,"Bitcoin price on July 29? | 58,000-60,000"
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,"Bitcoin price on July 29? | 58,000-60,000"
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.349 US,What price will Solana hit July 20-26? | ↓ 70
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.49 USD/ba,What price will Solana hit July 20-26? | ↓ 70
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,What price will Ethena hit in 2026? | ↑ 0.52
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,What price will Ethena hit in 2026? | ↑ 0.52
0.5,0.766,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,What price will Ethena hit in 2026? | ↑ 0.52
0.67,0.765,kalYES+polyNO,500.0,382.5,Will the WTI close price be above 93.39 USD/ba,XRP above ___ on July 24? | 1.00
0.67,0.765,kalYES+polyNO,100.0,76.5,Will the SILVER close price be above 58.549 US,Solana above ___ on July 25? | 70
0.67,0.765,kalYES+polyNO,500.0,382.5,Will the WTI close price be above 93.49 USD/ba,Solana above ___ on July 25? | 70
0.6,0.765,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,What will Silver (XAGUSD) hit in July 2026? | ↑ $70
0.5,0.765,kalYES+polyNO,500.0,382.5,Will the WTI close price be above 93.39 USD/ba,"Bitcoin above ___ on July 25? | 56,000"
0.5,0.765,kalYES+polyNO,500.0,382.5,Will the WTI close price be above 93.39 USD/ba,"Bitcoin above ___ on July 25? | 58,000"
0.5,0.765,kalYES+polyNO,500.0,382.5,Will the WTI close price be above 93.69 USD/ba,"Ethereum above ___ on July 25? | 1,800"
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.349 US,"Khamenei # posts July 21 - July 28, 2026? | 20-24"
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.49 USD/ba,"Khamenei # posts July 21 - July 28, 2026? | 20-24"
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,What price will Dogecoin hit in July? | ↑ 0.10
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,What price will Dogecoin hit in July? | ↑ 0.10
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,What price will Dogecoin hit in July? | ↑ 0.10
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4029.99 USD,"Bitcoin price on July 27? | 60,000-62,000"
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.99 USD/ba,"Bitcoin price on July 27? | 60,000-62,000"
0.5,0.765,kalYES+polyNO,500.0,382.5,Will the SILVER close price be above 58.049 US,"Ethereum above ___ on July 26? | 1,700"
0.5,0.765,kalYES+polyNO,500.0,382.5,Will the GOLD close price be above 4059.99 USD,"Ethereum above ___ on July 26? | 1,700"
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,What price will Ethena hit in 2026? | ↑ 0.60
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,What price will Ethena hit in 2026? | ↑ 0.60
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,What price will Ethena hit in 2026? | ↑ 0.60
0.5,0.765,kalYES+polyNO,100.0,76.5,Will the SILVER close price be above 58.549 US,Will Meta (META) close above ___ end of July? | $440
0.5,0.765,kalYES+polyNO,500.0,382.5,Will the WTI close price be above 93.49 USD/ba,Will Meta (META) close above ___ end of July? | $440
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4029.99 USD,What price will Plasma hit in 2026? | ↑ 1.40
0.5,0.765,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.99 USD/ba,What price will Plasma hit in 2026? | ↑ 1.40
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.399 US,"CZ # posts July 24 - July 31, 2026? | 60-79"
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.29 USD/ba,"CZ # posts July 24 - July 31, 2026? | 60-79"
0.67,0.764,kalYES+polyNO,500.0,382.0,Will the SILVER close price be above 58.049 US,XRP above ___ on July 26? | 0.60
0.67,0.764,kalYES+polyNO,500.0,382.0,Will the GOLD close price be above 4059.99 USD,XRP above ___ on July 26? | 0.60
0.67,0.764,kalYES+polyNO,500.0,382.0,Will the SILVER close price be above 58.049 US,XRP above ___ on July 26? | 0.70
0.67,0.764,kalYES+polyNO,500.0,382.0,Will the GOLD close price be above 4059.99 USD,XRP above ___ on July 26? | 0.70
0.67,0.764,kalYES+polyNO,500.0,382.0,Will the SILVER close price be above 58.049 US,XRP above ___ on July 26? | 0.80
0.67,0.764,kalYES+polyNO,500.0,382.0,Will the GOLD close price be above 4059.99 USD,XRP above ___ on July 26? | 0.80
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,XRP price on July 25? | 1.20-1.30
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,XRP price on July 25? | 1.20-1.30
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,XRP price on July 25? | 1.20-1.30
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4031.99 USD,XRP price on July 28? | 0.90-1.00
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.19 USD/ba,XRP price on July 28? | 0.90-1.00
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.69 USD/ba,XRP price on July 28? | 0.90-1.00
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.59 USD/ba,XRP price on July 28? | 0.90-1.00
0.67,0.764,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.39 USD/ba,XRP price on July 28? | 0.90-1.00
0.5,0.764,kalYES+polyNO,500.0,382.0,Will the WTI close price be above 93.39 USD/ba,"Bitcoin above ___ on July 27? | 56,000"
0.5,0.764,kalYES+polyNO,500.0,382.0,Will the SILVER close price be above 58.049 US,"Bitcoin above ___ on July 28? | 58,000"
0.5,0.764,kalYES+polyNO,500.0,382.0,Will the GOLD close price be above 4059.99 USD,"Bitcoin above ___ on July 28? | 58,000"
0.5,0.764,kalYES+polyNO,20.0,15.28,Will the WTI close price be above 93.99 USD/ba,WTI Crude Oil (WTI) closes above ___ on July 23? | $88
0.5,0.764,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,What price will Ethena hit in 2026? | ↑ 0.70
0.5,0.764,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,What price will Ethena hit in 2026? | ↑ 0.70
0.5,0.764,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,What price will Ethena hit in 2026? | ↑ 0.70
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,Solana above ___ on July 27? | 90
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,Solana above ___ on July 27? | 90
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,Solana above ___ on July 27? | 90
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,Solana price on July 25? | <30
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,Solana price on July 25? | <30
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,Solana price on July 25? | <30
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,Solana price on July 25? | 30-40
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,Solana price on July 25? | 30-40
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,Solana price on July 25? | 30-40
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,Solana price on July 25? | 40-50
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,Solana price on July 25? | 40-50
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,Solana price on July 25? | 40-50
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.499 US,Solana price on July 25? | 50-60
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the GOLD close price be above 4035.99 USD,Solana price on July 25? | 50-60
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.49 USD/ba,Solana price on July 25? | 50-60
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the SILVER close price be above 57.449 US,XRP above ___ on July 25? | 1.20
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 91.39 USD/ba,XRP above ___ on July 25? | 1.20
0.67,0.763,polyYES+kalNO,0.0,0.0,Will the WTI close price be above 90.89 USD/ba,XRP above ___ on July 25? | 1.20
0.5,0.763,kalYES+polyNO,500.0,381.5,Will the WTI close price be above 93.39 USD/ba,"Bitcoin above ___ on July 25? | 60,000"
0.5,0.763,kalYES+polyNO,100.0,76.3,Will the SILVER close price be above 58.549 US,"Bitcoin above ___ on July 25? | 62,000"
